Point ID,Points_0,Points_1,Points_2,Points_Magnitude
2,-2.408842087,0.509500921,1.41E-18,2.462135553
3,-2.408842087,0.509500861,-0.009025745,2.462152004
6,-2.408842087,0.509500921,-0.020646043,2.462222099
4,-2.408842087,0.509500921,-0.091103218,2.463820457
5,-2.408842087,0.509501874,-0.142008513,2.466227531
28,-2.408842087,0.509104133,-0.150232896,2.466632843
27,-2.408842087,0.508919656,-0.153789639,2.466813803
26,-2.408842087,0.507284701,-0.165259525,2.467218876
18,-2.408842087,0.507261157,-0.165429249,2.467225313
19,-2.408842087,0.504696727,-0.176862985,2.46749258
20,-2.408842087,0.504658937,-0.177034676,2.46749711
56,-2.408842087,0.501294732,-0.188419029,2.467654467
54,-2.408842087,0.501245499,-0.188587159,2.467657328
55,-2.408842087,0.494904518,-0.20550777,2.467728615
52,-2.408842087,0.494819552,-0.205733299,2.467730284
53,-2.408842087,0.486952841,-0.222220689,2.4675951
50,-2.408842087,0.486865997,-0.222399399,2.467593908
51,-2.408842087,0.477459073,-0.238149732,2.46722579
48,-2.408842087,0.477385521,-0.238269448,2.467222929
49,-2.408842087,0.466493368,-0.253059328,2.466612101
46,-2.408842087,0.466448843,-0.25311774,2.466609716
47,-2.408842087,0.454238415,-0.266854912,2.465778589
45,-2.408842087,0.454235286,-0.26685831,2.465778351
44,-2.408842087,0.453262419,-0.267776549,2.465698957
42,-2.408842087,0.440927029,-0.279419959,2.464754105
43,-2.408842087,0.440885276,-0.279453903,2.46475029
40,-2.408842087,0.426656991,-0.290770054,2.463555098
41,-2.408842087,0.426569402,-0.290829539,2.463546991
38,-2.408842087,0.411526412,-0.300900728,2.462197304
39,-2.408842087,0.41134721,-0.300999194,2.462179422
36,-2.408842087,0.390205324,-0.312550277,2.460176468
37,-2.408842087,0.389945775,-0.312663317,2.460149527
34,-2.408842087,0.367875308,-0.32231319,2.457994699
35,-2.408842087,0.36753884,-0.322429538,2.457959652
32,-2.408842087,0.344829768,-0.330380291,2.455723763
33,-2.408842087,0.344625145,-0.330437422,2.455702782
30,-2.408842087,0.333073437,-0.333714366,2.454551458
31,-2.408842087,0.33284983,-0.333766431,2.454528332
29,-2.408842087,0.321170837,-0.336527556,2.453349113
21,-2.408842087,0.320927888,-0.336572528,2.453323364
22,-2.408842087,0.309144318,-0.338779598,2.452113867
23,-2.408842087,0.308882773,-0.338815153,2.452085733
58,-2.408842087,0.297079623,-0.340433329,2.450851202
57,-2.408842087,0.296798766,-0.340457052,2.450820446
25,-2.408842087,0.28507778,-0.341452241,2.44956708
24,-2.408842087,0.284930646,-0.341456443,2.449550629
0,-2.408842087,0.142878145,-0.341800004,2.437162638
1,-2.408842087,0.095631309,-0.341800004,2.434849739
7,-2.408842087,-4.66E-18,-0.341800004,2.432971001
