Point ID,Points_0,Points_1,Points_2,Points_Magnitude
2,-2.84297967,0.509498954,1.70E-18,2.888273239
3,-2.84297967,0.509499013,-0.022091849,2.888357878
6,-2.84297967,0.509499133,-0.056107406,2.888818264
4,-2.84297967,0.509499133,-0.065042742,2.889005661
5,-2.84297967,0.509499371,-0.076132126,2.889276505
11,-2.84297967,0.50949949,-0.082089067,2.889439583
10,-2.84297967,0.509499669,-0.091615178,2.889726162
9,-2.84297967,0.509500027,-0.109758019,2.89035821
7,-2.84297967,0.50950104,-0.159735739,2.892687321
8,-2.84297967,0.509501874,-0.202222735,2.895344496
49,-2.84297967,0.509428501,-0.20408085,2.895462036
48,-2.84297967,0.50917381,-0.209217384,2.895783663
47,-2.84297967,0.508962631,-0.211206153,2.895890951
32,-2.84297967,0.508247256,-0.216631398,2.896166086
33,-2.84297967,0.507910669,-0.218695819,2.896262169
34,-2.84297967,0.506809592,-0.224343374,2.896501303
35,-2.84297967,0.506359458,-0.226456746,2.896586895
36,-2.84297967,0.504948258,-0.232260376,2.896800041
72,-2.84297967,0.504074752,-0.235467598,2.896906853
70,-2.84297967,0.501485705,-0.244317159,2.897190332
71,-2.84297967,0.500358105,-0.247508809,2.897266388
68,-2.84297967,0.497156203,-0.256314754,2.897480726
69,-2.84297967,0.495748878,-0.259423554,2.897516251
66,-2.84297967,0.491849899,-0.26794377,2.897627115
67,-2.84297967,0.490148574,-0.27091068,2.897614717
64,-2.84297967,0.485510319,-0.278945774,2.897596359
65,-2.84297967,0.483520299,-0.281726569,2.897532701
62,-2.84297967,0.478163272,-0.289141446,2.897373915
63,-2.84297967,0.475893825,-0.291692495,2.897256136
60,-2.84297967,0.469846666,-0.298369706,2.896949053
61,-2.84297967,0.467320383,-0.300672323,2.896778584
58,-2.84297967,0.460659236,-0.306595176,2.896332264
59,-2.84297967,0.45790714,-0.308648705,2.896114111
56,-2.84297967,0.450739443,-0.313862443,2.895549774
57,-2.84297967,0.44677341,-0.316217124,2.895191431
54,-2.84297967,0.436595827,-0.322139025,2.894291401
55,-2.84297967,0.432350904,-0.32407859,2.893870592
52,-2.84297967,0.421619087,-0.328892708,2.892830133
53,-2.84297967,0.417166233,-0.330441117,2.892360926
50,-2.84297967,0.406047195,-0.334219813,2.891212702
51,-2.84297967,0.403766066,-0.334851652,2.890966177
37,-2.84297967,0.398131013,-0.336373955,2.890361309
38,-2.84297967,0.395828247,-0.336912096,2.89010787
39,-2.84297967,0.390180916,-0.338201165,2.889490366
40,-2.84297967,0.387868017,-0.338644207,2.889230967
41,-2.84297967,0.382241815,-0.339701205,2.888605118
42,-2.84297967,0.379935741,-0.340036958,2.888340235
43,-2.84297967,0.374378264,-0.340834111,2.887708426
44,-2.84297967,0.37209776,-0.341047317,2.887439013
45,-2.84297967,0.366660267,-0.341550231,2.886802673
46,-2.84297967,0.364126295,-0.341636568,2.886492252
0,-2.84297967,0.142035902,-0.341800004,2.866973162
1,-2.84297967,0.058390439,-0.341800004,2.864047766
12,-2.84297967,-8.25E-18,-0.341800004,2.863452673
