Point ID,Points_0,Points_1,Points_2,Points_Magnitude
5,-4,-0.509501874447,-1.0504115375e-20,4.03231859207
4,-4,-0.509501874447,-0.00118545640726,4.03231859207
3,-4,-0.509501874447,-0.021659642458,4.0323767662
2,-4,-0.509501874447,-0.043459597975,4.03255271912
10,-4,-0.509501874447,-0.062076613307,4.0327963829
9,-4,-0.509501874447,-0.0814565718174,4.03314113617
7,-4,-0.509501874447,-0.0856811925769,4.03322887421
6,-4,-0.509501874447,-0.105826683342,4.03370714188
8,-4,-0.509501874447,-0.108998581767,4.03379154205
11,-4,-0.509501874447,-0.112240329385,4.03388023376
12,-4,-0.509501874447,-0.129554629326,4.03439903259
13,-4,-0.509501874447,-0.131838932633,4.03447294235
14,-4,-0.509501874447,-0.148682668805,4.03505849838
15,-4,-0.509501874447,-0.149973198771,4.03510665894
16,-4,-0.509501874447,-0.151291355491,4.03515577316
17,-4,-0.509501874447,-0.167216822505,4.03578424454
18,-4,-0.509501874447,-0.167492583394,4.03579568863
19,-4,-0.509501874447,-0.17131228745,4.03595590591
76,-4,-0.509381353855,-0.17287646234,4.03600740433
75,-4,-0.508168101311,-0.186040759087,4.03643989563
74,-4,-0.507368683815,-0.192902386189,4.03666114807
73,-4,-0.506830096245,-0.199107393622,4.03689479828
72,-4,-0.506278693676,-0.203276485205,4.03703355789
71,-4,-0.505898535252,-0.207130238414,4.03718185425
70,-4,-0.504656612873,-0.21534447372,4.03745603561
69,-4,-0.503780186176,-0.223132774234,4.03776931763
68,-4,-0.500562012196,-0.242816075683,4.03850507736
43,-4,-0.500019013882,-0.246861696243,4.03868293762
42,-4,-0.49858596921,-0.25124591589,4.03877592087
41,-4,-0.494983673096,-0.260429978371,4.03891468048
46,-4,-0.491270244122,-0.267670542002,4.03893470764
47,-4,-0.488740503788,-0.273299068213,4.0390048027
48,-4,-0.484377473593,-0.280039399862,4.03894090652
49,-4,-0.481311708689,-0.28531140089,4.03894329071
50,-4,-0.476308345795,-0.291446626186,4.03878831863
51,-4,-0.472715109587,-0.296282023191,4.03871774673
52,-4,-0.468549251556,-0.300424993038,4.03853845596
53,-4,-0.465515375137,-0.303720295429,4.03843402863
54,-4,-0.461015671492,-0.307452380657,4.03820037842
55,-4,-0.457703828812,-0.310440778732,4.03805208206
56,-4,-0.452893733978,-0.313754975796,4.03776597977
57,-4,-0.449317574501,-0.316419482231,4.03757429123
58,-4,-0.444231927395,-0.319318443537,4.03724002838
39,-4,-0.440417230129,-0.321654975414,4.03700733185
38,-4,-0.435109496117,-0.3241558671,4.036632061
40,-4,-0.43109998107,-0.326179862022,4.03636455536
59,-4,-0.425623983145,-0.328300982714,4.03595542908
60,-4,-0.421463668346,-0.330030143261,4.03565979004
61,-4,-0.410140782595,-0.333228111267,4.03475618362
62,-4,-0.401483118534,-0.335880666971,4.0341053009
63,-4,-0.393740534782,-0.337325304747,4.03346252441
64,-4,-0.387789666653,-0.338558256626,4.03298950195
65,-4,-0.379969239235,-0.339536875486,4.03232717514
66,-4,-0.373926430941,-0.340378254652,4.03183317184
67,-4,-0.366094768047,-0.340957164764,4.03116321564
45,-4,-0.360004633665,-0.341435492039,4.03065538406
44,-4,-0.350763082504,-0.341682612896,4.0298614502
0,-4,-0.0408602654934,-0.341800004244,4.01478481293
1,-4,-0.139791235328,-0.341800004244,4.01700973511
20,-4,-0.156312182546,-0.341800004244,4.01761865616
21,-4,-9.75688318392e-18,-0.341800004244,4.01457691193
22,-4,-0.163555920124,-0.341800004244,4.01790714264
23,-4,-0.181421160698,-0.341800004244,4.01867389679
24,-4,-0.188985556364,-0.341800004244,4.01902246475
25,-4,-0.2274761796,-0.341800004244,4.02101659775
26,-4,-0.233736842871,-0.341800004244,4.02137517929
27,-4,-0.253664076328,-0.341800004244,4.02258300781
28,-4,-0.261760473251,-0.341800004244,4.0231013298
29,-4,-0.281015217304,-0.341800004244,4.02440023422
30,-4,-0.287868261337,-0.341800004244,4.02488470078
31,-4,-0.30414390564,-0.341800004244,4.02608108521
32,-4,-0.321789860725,-0.341800004244,4.02745294571
33,-4,-0.324681222439,-0.341800004244,4.02768468857
34,-4,-0.341763556004,-0.341800004244,4.02909803391
35,-4,-0.323218166828,-0.341800004244,4.02756738663
36,-4,-0.342058330774,-0.341800004244,4.02912282944
37,-4,-0.346135407686,-0.341800004244,4.02947092056
