Point ID,Points_0,Points_1,Points_2,Points_Magnitude
15,-7,-0.0387933403254,-3.10003544454e-20,7.00010728836
14,-7,-0.0386640354991,-0.00112844922114,7.00010681152
25,-7,-0.0385901592672,-0.00189535168465,7.00010681152
24,-7,-0.0381639376283,-0.0119185494259,7.00011396408
17,-7,-0.0381428189576,-0.0126731516793,7.00011539459
16,-7,-0.0384567603469,-0.0227136090398,7.00014257431
18,-7,-0.0384882874787,-0.0234482493252,7.0001449585
20,-7,-0.0395750403404,-0.0334521718323,7.00019168854
19,-7,-0.0396582596004,-0.0341577045619,7.00019550323
22,-7,-0.0415528565645,-0.0440712422132,7.00026226044
21,-7,-0.0420246906579,-0.0460023023188,7.00027751923
23,-7,-0.0444965325296,-0.0545073896646,7.00035381317
28,-7,-0.0475019738078,-0.062042620033,7.000436306
27,-7,-0.048084653914,-0.0635502710938,7.00045347214
26,-7,-0.048512276262,-0.0645103752613,7.00046539307
53,-7,-0.0575220957398,-0.0804927796125,7.00069904327
39,-7,-0.0578689947724,-0.081204675138,7.00071001053
38,-7,-0.0647845119238,-0.0931131243706,7.0009188652
37,-7,-0.065117135644,-0.0938621982932,7.00093221664
41,-7,-0.0712887272239,-0.10613707453,7.0011677742
40,-7,-0.0715735480189,-0.106945060194,7.00118255615
48,-7,-0.0764776393771,-0.11978430301,7.0014424324
47,-7,-0.0766826495528,-0.120651856065,7.00145959854
52,-7,-0.0799788609147,-0.133950725198,7.00173854828
51,-7,-0.0800765231252,-0.134870201349,7.00175714493
50,-7,-0.0815557688475,-0.14844211936,7.00204849243
49,-7,-0.0815405473113,-0.149397283792,7.00206899643
46,-7,-0.0813325420022,-0.1630230546,7.00237035751
45,-7,-0.0812100768089,-0.16399525106,7.00239181519
44,-7,-0.0795572772622,-0.177485346794,7.00270175934
43,-7,-0.0793499797583,-0.178465932608,7.00272417068
42,-7,-0.0766137838364,-0.191768378019,7.00304555893
30,-7,-0.0763457641006,-0.192753151059,7.00306940079
29,-7,-0.0728615224361,-0.205852150917,7.00340509415
31,-7,-0.0725411698222,-0.206839650869,7.00343084335
33,-7,-0.0684264972806,-0.219730883837,7.00378227234
32,-7,-0.0680579766631,-0.220720678568,7.00380945206
35,-7,-0.0633785203099,-0.233402118087,7.00417661667
34,-7,-0.0621178969741,-0.236402705312,7.00426626205
36,-7,-0.0578441806138,-0.246861800551,7.00459051132
56,-7,-0.0552967824042,-0.25241792202,7.00476789474
55,-7,-0.0547443442047,-0.253712445498,7.00481033325
54,-7,-0.0545859448612,-0.25408744812,7.00482273102
82,-7,-0.0544514767826,-0.254367917776,7.00483179092
85,-7,-0.0512244701385,-0.26125395298,7.00506067276
58,-7,-0.0510811246932,-0.261539012194,7.0050702095
57,-7,-0.0477425642312,-0.268362879753,7.00530481339
59,-7,-0.0475905835629,-0.268652439117,7.00531482697
61,-7,-0.0441472455859,-0.275415062904,7.00555515289
60,-7,-0.0439867973328,-0.275709241629,7.00556564331
63,-7,-0.0404445901513,-0.282411426306,7.00581121445
62,-7,-0.0402758866549,-0.282710343599,7.0058221817
65,-7,-0.0366388894618,-0.289352923632,7.00607347488
64,-7,-0.0364620797336,-0.289656341076,7.00608539581
67,-7,-0.0327318944037,-0.296238660812,7.0063419342
66,-7,-0.0325462892652,-0.296545773745,7.00635433197
69,-7,-0.0287159550935,-0.303059667349,7.00661611557
68,-7,-0.0285213626921,-0.303369671106,7.00662899017
84,-7,-0.0245892498642,-0.309811651707,7.00689554214
83,-7,-0.024387774989,-0.31012570858,7.00690889359
89,-7,-0.0203820485622,-0.316517710686,7.00718212128
72,-7,-0.0201744362712,-0.316835939884,7.00719594955
71,-7,-0.0161040034145,-0.323184877634,7.00747489929
70,-7,-0.0158828645945,-0.323500305414,7.00748920441
88,-7,-0.0116500668228,-0.329729318619,7.00777101517
