Point ID,Points_0,Points_1,Points_2,Points_Magnitude
12,-7.34999990463,1.72241647603e-19,-0.0623337253928,7.35026407242
2,-7.34999990463,-0.00150055706035,-0.0624058321118,7.35026502609
1,-7.34999990463,-0.00176725490019,-0.06253439188,7.35026597977
0,-7.34999990463,-0.00186360394582,-0.062597617507,7.35026693344
13,-7.34999990463,-0.00224472908303,-0.0626692771912,7.35026741028
14,-7.34999990463,-0.00373774394393,-0.0628682672977,7.35026979446
15,-7.34999990463,-0.00455088354647,-0.0630385875702,7.35027170181
16,-7.34999990463,-0.00747362477705,-0.0635083839297,7.3502779007
17,-7.34999990463,-0.00927789509296,-0.0639610514045,7.35028409958
18,-7.34999990463,-0.0148571934551,-0.0651677548885,7.3503036499
19,-7.34999990463,-0.0168685019016,-0.0657861456275,7.35031366348
20,-7.34999990463,-0.0220385491848,-0.0673048645258,7.35034132004
21,-7.34999990463,-0.024166546762,-0.0680956467986,7.35035514832
22,-7.34999990463,-0.0288997646421,-0.0698878094554,7.35038900375
11,-7.34999990463,-0.0310389213264,-0.0708533152938,7.35040712357
10,-7.34999990463,-0.0353067740798,-0.0728867724538,7.35044622421
8,-7.34999990463,-0.0373442694545,-0.074024155736,7.35046768188
7,-7.34999990463,-0.0411222837865,-0.0762731730938,7.35051059723
9,-7.34999990463,-0.043004129082,-0.0775719434023,7.35053491592
24,-7.34999990463,-0.046322196722,-0.0800189375877,7.35058164597
23,-7.34999990463,-0.0480412244797,-0.0814633965492,7.35060834885
49,-7.34999990463,-0.0509587228298,-0.0840951427817,7.35065746307
51,-7.34999990463,-0.0525155626237,-0.0856680497527,7.35068655014
50,-7.34999990463,-0.0550851151347,-0.0884724408388,7.35073852539
53,-7.34999990463,-0.0564858242869,-0.0901558026671,7.35076999664
52,-7.34999990463,-0.0587545223534,-0.0931208878756,7.35082435608
55,-7.34999990463,-0.0611269585788,-0.0967511832714,7.35089063644
54,-7.34999990463,-0.0649169757962,-0.103113107383,7.35100984573
57,-7.34999990463,-0.0667371675372,-0.106985934079,7.35108137131
56,-7.34999990463,-0.0696212500334,-0.113851524889,7.35121154785
58,-7.34999990463,-0.0708948746324,-0.117829784751,7.35128641129
26,-7.34999990463,-0.0728911980987,-0.12512819469,7.35142612457
25,-7.34999990463,-0.0734474286437,-0.127757012844,7.35147714615
27,-7.34999990463,-0.0742927119136,-0.132844388485,7.35157585144
28,-7.34999990463,-0.074642688036,-0.13541765511,7.35162639618
29,-7.34999990463,-0.0751220807433,-0.140666723251,7.35172986984
30,-7.34999990463,-0.0753222331405,-0.145595520735,7.35182762146
31,-7.34999990463,-0.0752916708589,-0.156468763947,7.35205078125
32,-7.34999990463,-0.0752018243074,-0.158685550094,7.35209751129
33,-7.34999990463,-0.0747433528304,-0.164373278618,7.35221767426
48,-7.34999990463,-0.0745627880096,-0.16642318666,7.35226202011
47,-7.34999990463,-0.0738284811378,-0.172249943018,7.3523888588
59,-7.34999990463,-0.0735821202397,-0.174115106463,7.35243034363
35,-7.34999990463,-0.0725807473063,-0.180084690452,7.35256385803
34,-7.34999990463,-0.0722934827209,-0.18174816668,7.352602005
36,-7.34999990463,-0.0710343047976,-0.187863320112,7.35274362564
37,-7.34999990463,-0.0703862756491,-0.190698131919,7.35281038284
38,-7.34999990463,-0.0671482607722,-0.203201904893,7.35311508179
39,-7.34999990463,-0.0665784999728,-0.20509070158,7.35316228867
40,-7.34999990463,-0.0622694455087,-0.2181853652,7.35350131989
41,-7.34999990463,-0.0619556345046,-0.219028741121,7.35352373123
42,-7.34999990463,-0.057983212173,-0.229037120938,7.35379600525
43,-7.34999990463,-0.0566079095006,-0.232492819428,7.35389375687
44,-7.34999990463,-0.0565068945289,-0.232748806477,7.35390138626
46,-7.34999990463,-0.0563513152301,-0.233071312308,7.35391044617
45,-7.34999990463,-0.0500386506319,-0.246861800551,7.35431480408
65,-7.34999990463,-0.0455496162176,-0.256193846464,7.35460472107
64,-7.34999990463,-0.0450219810009,-0.257207155228,7.35463666916
67,-7.34999990463,-0.0444751121104,-0.258217811584,7.35466861725
69,-7.34999990463,-0.0396650098264,-0.26747199893,7.35497188568
68,-7.34999990463,-0.0392300859094,-0.268200337887,7.35499620438
70,-7.34999990463,-0.0354498997331,-0.275061577559,7.35523033142
71,-7.34999990463,-0.0349765531719,-0.275757074356,7.35525417328
63,-7.34999990463,-0.030965808779,-0.282478153706,7.35549116135
62,-7.34999990463,-0.0304291117936,-0.283137470484,7.35551452637
61,-7.34999990463,-0.0260126031935,-0.289558112621,7.3557472229
76,-7.34999990463,-0.0253706034273,-0.290188103914,7.35577011108
77,-7.34999990463,-0.0203221403062,-0.296083837748,7.35598897934
78,-7.34999990463,-0.0197956021875,-0.296496719122,7.35600423813
79,-7.34999990463,-0.0159865617752,-0.300010442734,7.35613775253
75,-7.34999990463,-0.0118157071993,-0.303016632795,7.35625314713
74,-7.34999990463,-0.0111385975033,-0.303434878588,7.35626935959
73,-7.34999990463,-0.00883021391928,-0.304757863283,7.356320858
72,-7.34999990463,-0.00843498669565,-0.304954171181,7.3563284874
60,-7.34999990463,-0.00802235398442,-0.305128872395,7.35633516312
4,-7.34999990463,-0.00565879419446,-0.306270688772,7.35638046265
3,-7.34999990463,-0.0042161680758,-0.306816935539,7.35640239716
5,-7.34999990463,-0.00209047156386,-0.307665288448,7.35643672943
6,-7.34999990463,-0.00103957462125,-0.308019399643,7.35645151138
66,-7.34999990463,8.43138009013e-21,-0.308218747377,7.35645961761
